nom,vi
吏貞󰜋礼貝娘,ạ ê ộ ễ ớ à
𠄩𠸜彩女玉鐄𠦳斤, ê ể ữ ọ à ì â
信𠓨𠳚𠸜軍中, à ử ướ â 
徐公貞唉𨑮分糊塗,ừ ô ê ã ườ â ồ đồ
󰜋𢬣𨠳孕基圖,ộ  â ự ơ đồ
閉楼𣷭楚滝吳縱横,ấ â ể ở ô ô  à
抪身𧗱貝朝廷,ó â ề ớ ề đì
降臣愚老分命𦋦兜,à ầ ơ á ậ ì  đâ
襖襜纀繓𥙩饒,á ê ộ ó ấ 
𠓨𠍓𦋦儈公候麻之,à ồ  ú ô ầ à 
牢朋貞󰜋边陲, ằ ê ộ ê ỳ
飭尼㐌易爫之特饒,ứ à đã ễ à ì đượ 
濁𡗶潰渃默油,ọ ờ ấ ướ ặ ầ
育昂芇別𨕭󰠠固埃,ọ  à ế ê đầ ó 
娘時寔胣信𠊛,à ì ậ ạ  ườ
共饒呐𠮾𦖑𠳒易漂,ũ ề ó ọ  ờ ễ ê
𢪀命𩈘渃𦑃䕯,ĩ ì ặ ướ á è
㐌𬲢流落吏𡗉󰠡屯,đã ề ư ạ ạ ề  â
平󰅒𠹾㗂王臣,ằ  ị ế ươ ầ
青青塘丐青雲狹之,ê ê đườ á  â ẹ ì
公私院奇𠄩皮,ô ư ẹ ả  ề
寅迦耒仕料𧗱故羽,ầ à ồ ẽ ệ ề ố ũ
拱𡾵命婦堂堂,ũ ô ệ ụ đườ đườ
𦬑囊眉󰘚𤑟𤉜媄吒,ở  à ặ ỡ à ẹ 
𨕭爲渃𠁑爲茹,ê ì ướ ướ ì à
󰜋󰑼得孝𠄩󰑼得忠,ộ à đắ ế  à đắ 
𫽄欣隻栢𡨌𣳔,ẳ ơ ế á ữ ò
𠲖提㳥󰊄駭雄𦹵花, è ó ó ã ù ỏ 
因欺盘萡𧵆賒,â  à ạ ầ 
乘機娘買盘𦋦呐𠓨,ừ ơ à ớ à  ó à
浪冲聖帝𣼭󰠢,ằ  á đế ồ à
洒𦋦㐌泣渗𠓨㐌𥹰,ướ  đã ắ ấ à đã â
平成功󰆙閉𥹰,ì à ô đứ ấ â
埃埃拱隊𨕭頭掣包,  ũ độ ê đầ ế 
𡄎自𧻭役兵刀,ẫ ừ â ệ  đ
埬昌󰀡定㐌高平頭,đố ươ ô đị đã  ằ đầ
爫之底㗂𧗱𡢐,à  để ế ề 
𠦳𫷜埃固𠸦兜黄巢,ì ă  ó  đâ à à
沛從𦝄󰊄咍牢,ả ồ ă ó  
事尼別併世芇特低,ự à ế í ế à đượ đâ
早衙皮𣇜𠓇𣈜,ả  ừ ổ ạ à
决情公買󰠣𣦍󰜋排,ế ì ô ớ đá  ộ à
令官埃敢󰠤𠳒,ệ   á ã ờ
押情買擀朱𠊛士官,é ì ớ á  ườ ĩ 
翁絲寔𠰚多端,ô ơ ự é đ đ
車絲牢窖爲乾爲吀, ơ  é ơ à ơ ê
轿花押𥊢𫴋船,ệ  á ẳ ố ề
𦲿幔𢷀隰𦰟畑挑高,á à ủ ấ ọ đè ê 
娘強塢柳派桃,à à ủ ễ  đà
𤾓分芇固分芇分鮮,ă ầ à ó ầ à ầ ươ
仃身吉垃㳥𡏧,đà â á ấ ó ù
刼功吒媄舌𠁀聰明,ướ ô  ẹ ệ đờ ô 
蹎𡗶󰘚彼泠汀,â ờ ặ ể ê đê
捻昌別𢭮死生准芇,ắ ươ ế ử ử  ố à
緣兜埃󰠥絲桃,ê đâ  ứ ơ đà
女兜埃㐌𢴑𠓨羡𢬣,ợ đâ  đã ắ à ậ 
身牢身旦世尼,â  â đế ế à
群𣈜芇拱餘𣈜󰀎催,ò à à ũ ư à ấ ô
㐌空別𤯩󰑼𫽗,đã ô ế ố à 
𬌓身芇別舌耒󰑼傷,ấ â à ế ệ ò à ươ
󰜋命荄䔲𤾓塘,ộ ì  đắ ă đườ
催時󰞺玉散鐄時催,ô ì á ọ  à ì ô
𤗖𦝄㐌挌𡽫兑,ả ă đã á  đà
󰜋命隴仍𨅸𡎦渚衝,ộ ì ố ữ đứ ồ ư 
潮兜浽㗂同同,ề đâ ổ ế đù đù
𠳨𦋦買別浪滝前塘,ỏ  ớ ế ằ ô ề đườ
𢖵𠳒神夢𤑟𤉜,ớ ờ ầ ộ õ à
尼催歇刼󰠣膓󰑼低,à ô ế ế đạ à à đâ
淡仙娘𠰚固咍,đạ ê à é ó 
限些時待𠁑尼逴些,ẹ  ì đợ ướ à ướ 
𠁑畑産幅箋花,ướ đè ẵ ứ ê 
󰜋篇絶筆噲󰑼底𡢐,ộ ê ệ ú ọ à để 
󰁮房倍𨷑簾珠,ử ò ộ ở è â
𡗶高𣷭𢌌󰜋牟包󰑼,ờ  ể ộ ộ à  
徐浪公厚待些,ừ ằ ô ậ đã 
𡮍爲役渃麻𦋦負𢚸,ú ì ệ ướ à  ụ ò
折𫯳麻吏𥙩𫯳,ế ồ à ạ ấ ồ
󰘚芇麻吏𨅸冲𡎝𠁀,ặ à à ạ đứ  õ đờ
催時󰜋托朱耒,ô ì ộ á  ồ
𬌓𢚸付默𨕭𡗶𠁑滝,ấ ò ó ặ ê ờ ướ ô
𬖉潙昆渃溟濛,ô ờ  ướ ê ô
󰝂命招𫴋𡨌𣳔長江,đ ì  ố ữ ò ườ 
士官蹺𣾼倍傍,ĩ   ớ ộ à
時它沈玉潛香朱耒,ì đà đắ ọ ề ươ  ồ
傷台拱󰜋身𠊛,ươ  ũ ộ â ườ
窖台󰋑𥙩色才爫之,é   ấ ắ à à 
难初淬脽漏漏,ạ ư ú ạ à à
緣初渚易別兜准尼,ê ư ư ễ ế đâ ố à
浽娘灾难㐌苔,ỗ à  ạ đã đầ
浽払金重閉迡買傷,ỗ à  ọ ấ ầ ớ ươ
自𣈜𰿘埮扶䘮,ừ à ô ặ ù 
姅𫷜於坦遼陽吏茹,ử ă ở đấ ê ươ ạ à
倍𨖅園翠𪭴󰑼,ộ  ườ ý ò 
𥆾風景𬟗󰅒陀恪初,ì  ả ũ  đà á ư
苔園𦹵木𦰤䜹,đầ ườ ỏ ọ  ư
窻𦝄瓊揆壁湄也淶, ă ạ ẽ á ư ã ờ
𠓀𡢐芇体䏾𠊛,ướ  à ấ ó ườ
花桃𫷜外群唭󰊄冬, đà ă á ò ườ ó đô
立茌燕冷󰜑空,ậ è é ệ ầ ô
𦹵蘭󰘚坦𦼔封𨁪𩌂,ỏ  ặ đấ ê  ấ à
𨭗墻核㭲木苔,ố ườ  ó ọ đầ
𠫾𧗱尼仍𫮇尼𫷜初,đ ề à ữ ố à ă ư
終觥令𠖯如詞,  ặ ắ ư ờ
浽念心事悲𣇞𠳨埃,ỗ ề â ự â ờ ỏ 
郎盈固几𨖅制,á ề ó ẻ  ơ
鄰󰑼仕𠳨󰜋𠄩事情,â  ẽ ỏ ộ  ự ì
𠳨翁翁默訟廷,ỏ ô ô ắ ụ đì
𠳨娘娘㐌半命贖吒,ỏ à à đã á ì ộ 
𠳨茹茹㐌移賒,ỏ à à đã ờ 
𠳨払王󰞹共󰑼翠雲,ỏ à ươ  ù à ý â
調󰅒沙淬庫巾,đề   ú ó ă
𠾔埋伴曰劍咹吝回,ê  á ế ế ă ầ ồ
調兜𩄰打𦝄𡗶,đề đâ é đá ư ờ
脱𦖑払脱用淶掣包,ắ  à ắ ụ ờ ế 
倍嘆移住尼芇,ộ   ú ơ 
打塘払買尋𠓨羡尼,đá đườ à ớ ì à ậ ơ
茹挣壁坦左哉,à  á đấ ả ơ
𦰤撩簾󰞺竹𤷍梠䜹,  è á ú à ê ư
󰜋𡑝坦𦹵滛湄,ộ â đấ ỏ ầ ư
強嗷喭浽強魚謹羕,à  á ỗ à ơ ẩ ườ
打料蓮㗂外墻,đá ề ê ế à ườ
払王𦖑㗂倍傍𧼋𦋦,à ươ  ế ộ à ạ 
𢴑𢬣倍逴𠓨茹,ắ  ộ ướ à à
𠃅楼員外翁󰜏𦋦𣦍,á ầ ê ạ ô à  
哭嘆計歇念西,ó  ể ế ề â
払喂別浽渃尼朱渚,à ô ế ỗ ướ à  ư
翹兒分蒙如詞,ề  ậ ỏ ư ờ
󰜋𠳒㐌磊𩅘絲貝払,ộ ờ đã ỗ ó ơ ớ à
﨤干家变𨔍羕,ặ ơ  ế ạ ườ
半命奴沛尋塘救吒,á ì ó ả ì đườ ứ 
用浪欺𨀈蹎𦋦,ù ằ  ướ â 
極𤾓𠦳浽吲𠀧𦊚吝,ự ă ì ỗ ặ  ố ầ
律𠳒𥘀貝郎軍,ó ờ ặ ớ  â
曼昆㛪奴翠雲台𠳒,ượ   ó ý â  ờ
噲󰑼者𡮍義𠊛,ọ à ả ú ĩ ườ
愁尼弋弋閍𠁀渚悁,ầ à ằ ặ ô đờ ư ê
刼尼緣㐌負緣,ế à ê đã ụ ê
夜臺群別仕填來生,ạ đà ò ế ẽ đề  
󰋇𠳒記註丁寧,ấ ờ ý ú đ 
𥱬𢚸底胣拮𠇮𦋦𠫾, ò để ạ ấ ì  đ
分牢萡貝翹兒,ậ  ạ ấ ề 
払金𧗱妬昆時𠫾兜,à  ề đó  ì đ đâ
翁妑強呐強𤴬,ô à à ó à đ
払強𦖑呐強油如荼,à à  ó à à ư ư
勿命抱󰊄𣻆湄,ậ ì ã ó ô ư
滛湜湥玉引蜍愧枚,ầ ề ọ ọ ẫ ờ ồ 
𤴬隊段𤴪隊催,đ đò đạ ẻ đò ô
醒𦋦吏哭哭耒吏迷,ỉ  ạ ó ó ồ ạ ê
体払𤴬浽别離,ấ à đ ỗ ệ 
忍󰁇翁買撫𧗱吏勸,ậ ừ ô ớ ỗ ề ạ ê
悲𣇞板㐌㨂船,â ờ á đã đó ề
㐌停分萡坤填情鍾,đã đà ậ ạ ô đề ì 
過傷𡭧󰒂岩蓬,á ươ ú ĩ  ò
𠦳鐄身󰀎時𪡥補牢,ì à â ấ ì ò ỏ 
𠴗𠼵勸解𤾓朝,ỗ à ê ả ă ề
焒煩坤拉強挑䋦煩,ử ề ô ậ à ê ố ề
誓初󰇾旦金環,ề ư ở đế  à
𧵑初吏󰇾旦弹貝香,ủ ư ạ ở đế đà ớ ươ
生強𬂙体強傷, à ô ấ à ươ
肝強卽最𦛌強悴車, à ứ ố ộ à ó 
浪碎卒过蹎𦋦,ằ ô ó á â 
底朱典浽㵢花戞䕯,để  đế ỗ ô  ạ è
共饒誓説㐌𡗉,ù  ề ố đã ề
仍調鐄𥒥沛調呐空,ữ đề à đá ả đề ó ô
渚𧜖襘拱𡞕𫯳,ư ă ố ũ ợ ồ
𢚸芇麻女𢴑𢚸朱當,ò à à ỡ ứ ò  đ
包饒𧵑󰋇𣈜塘, ê ủ ấ à đà
群碎碎󰜋﨤娘買催,ò ô ô ộ ặ à ớ ô
浽傷呐𫽄歇𠳒,ỗ ươ ó ẳ ế ờ
謝辞生買湥洡𧿨𦋦,ạ ừ  ớ ụ ù ở 
倍𧗱所准園花,ộ ề ử ố ườ 
連𠶆員外翁妑共𨖅,ướ ờ ê ạ ô à ù 
晨昏針𡮍礼常,ầ ô ă ú ễ ườ
養親台𬌓𢚸娘𣈜初,ưỡ â  ấ ò à à ư
丁寧埋湥劄詩,đ  à ọ é ơ
割𠊛尋隊迻詞𠴍咖,ắ ườ ì õ đư ờ ắ 
別包功摱𧵑税,ế  ô ướ ủ ê
臨淄󰋇度𠫾𧗱埮𣾺,â  ấ độ đ ề ặ ơ
𠊚󰜋尼𠳨󰜋尼,ườ ộ ơ ỏ ộ ơ
溟濛芇別𣷭𡗶尼芇,ê ô à ế ể ờ ơ 
生強惨切渴滈, à ả ế á 
如燶肝鉄如袍𢚸𣘈,ư   ắ ư à ò 
𦛌蟳𣈜󰜋𤉗𤈊,ộ ằ à ộ é 
雪霜𣈜󰜋耗𤷱命蟡,ế ươ à ộ  ò ì 
矧䜹𣅶醒𣅶迷,ẩ ờ ú ỉ ú ê
𧖱蹺渃𬑉魂離占包,á  ướ ắ ồ ì ê 
椿萱𢗼怍掣包,â ê  ợ ế 
過𦋦欺旦世芇麻咍,á   đế ế à à 
倍傍懺所𪮙𣈜,ộ à ắ ử ọ à
緣雲󰟭㐌車𦀊朱払,ê â ớ đã  â  à
𠊛窈窕几文章,ườ ể đệ ẻ ă ươ
𪟦才𡛔色春當皮時, à á ắ â đươ ừ ì
雖浪𢝙𫳘手歸, ằ  ữ ủ 
𢝙尼㐌拮愁箕特芇, à đã ấ ầ  đượ à
欺咹於𣅶𦋦𠓨, ă ở ú  à
強歐緣買強𩆋情初,à â ê ớ à à ì ư
浽娘𢖵典包𣇞,ỗ à ớ đế  ờ
𣻆珠隊陣紆絲𤾓𨦩,ô â đò ậ ò ơ ă ò
固欺永𨤔書房,ó  ắ ẻ ư ò
炪炉香󰇾泛同𣈜初,đố ò ươ ở í đồ à ư
𢯏𢴾𢷀𠯇㗂絲,ẻ  ủ ỉ ế ơ
沉𠖤𤁕𤌋󰊄迻𢯦簾,ầ  ạ ó ó đư  è
羕如边屋边㙴,ườ ư ê ố ê ề
㗂嬌同望䏾襜𢠩恾,ế ề đồ ọ ó ê ơ à
𪽝𢚸鑿𥒥𥱬鐄,ở ò ạ đá  à
想娘𢧚吏体娘𧗱低,ưở à ê ạ ấ à ề đâ
仍󰑼煩悶𣎀𣈜,ữ à ề ộ đê à
春秋別㐌対台󰋇吝,â  ế đã đổ  ấ ầ
制科﨤會長文,ế  ặ ộ à ă
王金拱占榜春󰜋𣈜,ươ  ù ế ả â ộ à
𨷶𡗶𢌌𨷑塘𩄲,ử ờ ộ ở đườ â
花嘲𡉦行香𠖤埮枌, à õ ạ ươ  ặ ầ
払王𢖵旦賒𧵆,à ươ ớ đế  ầ
𨖅茹終老謝恩周旋, à  ã ạ â  ề
情初恩者󰒂填,ì ư â ả ĩ đề
加親六買結緣朱陳, â ú ớ ế ê â ầ
払強珥𨀈青雲,à à ẹ ướ  â
浽払強𢪀賒𧵆強傷,ỗ à à ĩ  ầ à ươ
󰀎埃吲玉誓鐄,ấ  ặ ọ ề à
悲𣇞金馬玉塘貝埃,â ờ  ã ọ đườ ớ 
𦰟䕯蹎㳥落類,ọ è â ó ạ à
𢪀命荣顕傷𠊛流離,ĩ ì  ể ươ ườ ư 
𠳐𦋦外任臨淄,â  ạ ậ â 
開山𠦳埮妻兒󰜋󰟞, ơ ì ặ ê  ộ đà
琹堂𣈜𣎃清閒,ầ đườ à á  à
󰟭𣌉㗂䳽㗂弹逍遙,ớ  ế ạ ế đà ê 
房春帳𢷀花桃,ò â ướ ủ  đà
娘雲𦣰俸占包体娘,à â ằ ỗ ê  ấ à
省𦋦買𠯇共払,ỉ  ớ ỉ ù à
𦖑𠳒払拱𠄩塘信𪟽, ờ à ũ  đườ  
怒臨清貝臨淄,ọ â  ớ â 
恪饒󰜋𫳘或欺固𠰃,á  ộ ữ ặ  ó ầ
冲机声氣相尋, ơ  í ươ ầ
於低或固佳音庒󰑼,ở đâ ặ ó  â ă à
升堂娘買𠳨查,ă đườ à ớ ỏ 
户都固几吏𫅷䜹𨖲,ọ đô ó ẻ ạ à ư ê
事尼㐌外𨑮年,ự à đã ạ ườ ê
碎它別󰘚別𠸜冷冷,ô đà ế ặ ế ê à à
秀妑共馬監生,ú à ù ã á 
𠫾𢱖𠊛於北京迻𧗱,đ  ườ ở ắ  đư ề
翠翹才色埃皮,ý ề à ắ  ì
固芸弹吏覩芸文詩,ó ề đà ạ đủ ề ă ơ
坚貞𫽄沛肝皮,ê  ẳ ả  ừ
料命世󰀎沛𩢬世箕,ề ì ế ấ ả ừ ế 
風塵𠹾㐌𠵱痆, ầ ị đã ê ề
𦀊緣𡢐吏嫁𧗱束郎,â ê  ạ ả ề ú 
沛𢬣𡞕奇負傍,ả  ợ ả ũ à
扒𧗱無錫算塘披花,ắ ề ô í  đườ ẻ 
𢴑命娘沛遁𦋦,ứ ì à ả ố 
𫽄埋吏﨤󰜋茹萡箕,ẳ  ạ ặ ộ à ạ 
脱奔𧗱脱半𠫾,ắ ô ề ắ á đ
𩄲㵢䕯浽少之󰑼尼,â ô è ổ ế ì à ơ
俸兜吏﨤󰜋𠊛,ỗ đâ ạ ặ ộ ườ
欣𠊛智勇迎𡗶威灵,ơ ườ í ũ ê ờ  
沖𢬣𰿘萬精兵,  ô ạ  
捁𧗱㨂秩󰜋城臨淄,é ề đó ậ ộ à â 
𩯀絲各跡每期,ó ơ á í ọ ỳ
怨時者怨恩時者恩,á ì ả á â ì ả â
㐌𢧚固義固人,đã ê ó ĩ ó â
畧𡢐論院賒𧵆誼𠸦,ướ  ọ ẹ  ầ ợ 
渚詳特户特𠸜,ư ườ đượ ọ đượ ê
事尼𠳨束生員買詳,ự à ỏ ú  ê ớ ườ
𦖑𠳒都呐𤑟𤉜, ờ đô ó õ à
卽時迎帖𠶆払東生,ứ ì ê ế ờ à ú 
浽娘𠳨歇分明,ỗ à ỏ ế â 
𫯳𡥵兜些性名󰑼之,ồ  đâ á í  à ì
束浪﨤𣅶流離,ú ằ ặ ú ư 
冲軍碎𠳨少之𩯀絲, â ô ỏ ế ì ó ơ
大王𠸜海户徐,đạ ươ ê ả ọ ừ
打悁𤾓陣飭餘𰿘𠊛,đá  ă ậ ứ ư ô ườ
﨤娘時於台州,ặ à ì ở  â
𨔍之國色天才沛緣,ạ ì ố ắ ê à ả ê
浘漨冲閉饒年,ẫ ù  ấ ê ê
爫𢧚動地󰟹天同同,à ê độ đị  ê đù đù
大軍屯㨂𡎝東,đạ â đồ đó õ đô
𧗱𡢐𫽄別雲夢爫牢,ề  ẳ ế â ồ à 
𦖑詳梗𦰟消耗, ườ à ọ ê 
𢚸𥢆払𨻫劳刀矧蜍,ò ê à ố  đ ẫ ờ
㤕台隻𦲿𠀧爲,ó  ế á ơ ơ
刼塵別𢷀包𣇞朱衝,ế ầ ế ũ  ờ  
花㵢渃沚𣵶𣳔, ô ướ ả ô ò
㤕身沈浽𤴬𢚸合散,ó â ì ổ đ ò ợ 
𠳒初㐌磊𰿘萬,ờ ư đã ỗ ô à
𤗖𦎛群妬泛弹群低,ả ươ ò đó í đà ò đâ
弹琴窖謹魚𦀊,đà ầ é ẩ ơ â
󰌎香別固刼尼女催,ò ươ ế ó ế à ữ ô
萍蓬群𡮍賒吹,ì ồ ò ú  ô
䁀鍾牢女咹𡎢朱安,đỉ   ỡ ă ồ  
泣蒙撩印辞官,ắ   ấ ừ 
󰋇滝拱𤂬󰋇岸拱戈,ấ ô ũ ộ ấ à ũ 
𤄱命冲󰠨干戈,ấ ì  á  
𠓨生𦋦死和󰑼体饒,à   ử ạ à ấ 
𢪀調𡗶瀋域溇,ĩ đề ờ ẳ ự â
䏾𫚳沁󰠩別兜麻𥆾,ó  ă á ế đâ à ì
仍󰑼赧那待信,ữ à ấ á đợ 
𬋟湄㐌別󰋇番対移,ắ ư đã ế ấ  đổ ờ
𠄼𩄲俸体詔𡗶,ă â ỗ ấ ế ờ
欽頒色旨旦尼停停,â  ắ ỉ đế ơ à à
金時改任南平, ì ả ậ  ì
払王拱改任城維陽,à ươ ũ ả ậ à  ươ
懺生車馭倍鐄,ắ   ự ộ à
𠄩茹拱順󰜋𣈜赴官, à ũ ậ ộ à ó 
仕𦖑世賊㐌散,ả  ế ặ đã 
㳥淹福建焒殘浙江,ó ê ú ế ử à ế 
特信金買𫫵王,đượ   ớ ủ ươ
便塘拱吏尋娘𡢐初,ệ đườ ù ạ ì à  ư
杭州旦妬閉𣇞,à â đế đó ấ ờ
寔信𠳨特𩯀絲停停,ậ  ỏ đượ ó ơ à à
浪𣈜󰟭怒交兵,ằ à ớ ọ  
失机辞㐌收灵陣前,ấ ơ ừ đã   ậ ề
娘翹功奇𫽄填,à ề ô ả ẳ đề
令軍吏扒押緣土酋,ệ â ạ ắ é ê ổ ù
娘陀招玉沉珠,à đà  ọ ầ â
滝前塘妬󰀎墓紅顔,ô ề đườ đó ấ ồ ồ 
傷喂空合麻散,ươ ô ô ợ à 
󰜋茹荣顕貞寃󰜋娘,ộ à  ể ê  ộ à
招魂設位礼常,ê ồ ế ị ễ ườ
解寃立󰜋弹長边滝,ả  ậ ộ đà à ê ô
𦰟朝𡽫泊重重,ọ ề  ạ ù ù
潙𬂙群想𦑃紅想招,ờ ô ò ưở á ồ ú 
情深变惨𨔍調,ì â ể ả ạ đề
芇魂精𧗱別蹺准芇,à ồ  ệ ế  ố à
机緣兜俸𨔍台,ơ ê đâ ỗ ạ 
𮗓緣兜俸尋𠓨典尼,á ê đâ ỗ ì à đế ơ
𬂙𨖲灵位𫳘排,ô ê  ị ữ à
秩󰟹買𠳨仍𠊛兜些,ấ  ớ ỏ ữ ườ đâ 
群緣枚吏群𠊛,ò ê  ạ ò ườ
群暈𦝄泊群𠳒願初,ò ầ ă ạ ò ờ ề ư
菓枚𠀧𬙞欺皮,ả   ả  ừ
桃𡽫󰉺料車絲及時,đà  ớ ệ  ơ ị ì
𢴑𠳒娘倍拔𠫾,ứ ờ à ộ ạ đ
事𰿘𢆥𡳵計之碑𣇞,ự ô ă ũ ể  â ờ
󰜋𠳒雖固約初,ộ ờ  ó ướ ư
察命待󰊄油湄㐌𡗉,é ì ã ó ầ ư đã ề
呐強虎𢢆𤾓朝,ó à ổ ẹ ă ề
時朱𦰟渃水朝沚吹,ì  ọ ướ ỷ ề ả ô
払浪呐拱𨔍𠁀,à ằ ó ũ ạ đờ
酉𢚸箕丕群𠳒󰀎牢,ẫ ò  ậ ò ờ ấ 
󰜋𠳒㐌律深交,ộ ờ đã ó â 
𠁑𡗶固坦𨕭高固𡗶,ướ ờ ó đấ ê  ó ờ
酉浪物対𣋀移,ẫ ằ ậ đổ  ờ
死生沛𡨹𥙩𠳒死生,ử  ả ữ ấ ờ ử 
緣箕固負之情,ê  ó ụ  ì
麻算支挭鍾情爫𠄩,à   á  ì à 
娘浪家室緣諧,à ằ  ấ ê à
㤕𢚸恩愛埃埃拱𢚸,ó ò â á   ũ ò
𢪀浪冲道嬏𫯳,ĩ ằ  đạ ợ ồ
花𦹳封蕋𦝄𨦩𧷺𦎛, ơ  ị ă ò ò ươ
𫳘貞登價𠦳鐄,ữ  đá á ì à
𤒘花𫽄𢢆貝払枚初,đố  ẳ ẹ ớ à  ư
妾自遇变旦𣇞,ế ừ ộ ế đế ờ
蜂戈𧊉吏㐌乘醜車,  ướ ạ đã ừ ấ 
閉迡󰊄匝湄沙,ấ ầ ó á ư 
󰋇𦝄拱缺󰋇花拱殘,ấ ă ũ ế ấ  ũ à
群之󰑼丐紅顔,ò  à á ồ 
㐌衝身世群算浽芇,đã  â ế ò  ỗ à
𢪀命𫽄虎命牢,ĩ ì ẳ ổ ì 
敢󰝡塵垢預𠓨布荆,á đ ầ ấ ự à ố 
㐌咍払𥘀爲情,đã  à ặ ì ì
𬖉花畑𫽄󰠪命𡗋𠱋,ô  đè ẳ ủ ì ắ 
自𣈙怯󰁮房秋,ừ à é ử ò 
𫽄修時拱󰑼修買󰑼,ẳ  ì ũ à  ớ à
払油𪫢且情賒,à ù ĩ đế ì 
󰝡情琴鉄対𦋦琹旗,đ ì ầ ắ đổ  ầ ờ
呐之結𩯀車絲,ó  ế ó  ơ
㐌𢞂奇𦛌麻洳奇𠁀,đã ồ ả ộ à ơ ả đờ
払浪窖呐𢧚𠳒,à ằ é ó ê ờ
麻冲𨤰沛固𠊛固些,à  ẽ ả ó ườ ó 
初󰅒冲道弹妑,ư   đạ đà à
𫳘貞箕拱固𠀧𬙞羕,ữ   ũ ó  ả ườ
固欺变固欺常,ó  ế ó  ườ
固權芇沛󰜋塘執經,ó ề à ả ộ đườ ấ 
如娘𥙩孝爫貞,ư à ấ ế à 
蓓芇朱濁特命󰀎爲,ụ à  đụ đượ ì ấ 
𡗶群底固歆󰅒,ờ ò để ó ô 
散霜別午盎𩄲𡨌𡗶, ươ ế õ á â ữ ờ
花殘麻吏添鮮, à à ạ ê ươ
𦝄殘𦓡吏欣𨑮𠄻初,ă à à ạ ơ ườ ằ ư
固調之女麻𪟽,ó đề  ữ à ờ
客戈塘底𠾿哬払羊,á  đườ để ữ ờ à ê
𦖑払呐㐌歇調, à ó đã ế đề
𠄩親時拱决蹺󰜋排, â ì ũ ế  ộ à
歇𠳒坤𨤰咥𠳒,ế ờ ô ẽ ố ờ
𨃴頭娘仍𥐆𨱽咀嘆,ó đầ à ữ ắ à ở 
茹皮𨷑席團圓,à ừ ở ệ đà ê
花𤐝𦰟𤒘紅杆幅𬗢,  ọ đố ồ  ứ à
其饒交𥛉󰜋茹,ù   á ộ à
礼它覩礼堆󰑼覩堆,ễ đà đủ ễ đô à đủ đô
洞房迢迭󱋓󰠫,độ ò ì ặ é ồ
氷傾緣買唅𠿯情初,â â ê ớ ậ ù ì ư
仍自連𡉦桃絲,ữ ừ  ó đà ơ
𨑮𠄻𢆥買悲𣇞󰑼低,ườ ă ă ớ â ờ à đâ
情緣󰀎合散尼,ì ê ấ ợ  à
悲勸󰋇浽𣎀尼𦝄高,  ấ ỗ đê à ă 
更𣌉幅錦𢷀幍,  ứ ấ ủ 
𠁑畑𤏣義𦟐桃添春,ướ đè ỏ ĩ á đà ê â
情人吏﨤情人,ì â ạ ặ ì â
花初蜂𡳵󰋇分情鍾, ư  ũ ấ â ì 
娘浪分妾㐌停,à ằ ậ ế đã đà
固爫之女丐命補𠫾,ó à  ữ á ì ỏ đ
𢪀払󰒂𡳵情記,ĩ à ĩ ũ ì 
朝𢚸噲固唱隨𡮨枚,ề ò ọ ó ướ ỳ ả 
𥢆𢚸㐌𢢆𡗋台,ê ò đã ẹ ắ 
共它󰘚惮眉𠫆苦𥋳,ũ đà ặ ạ à à ó 
仍󰑼歐厭𨦩外,ữ à â ế à à
群算𨷑󰘚貝𠊛朱戈,ò  ở ặ ớ ườ  
吏如仍𫗁𠊛些,ạ ư ữ ó ườ 
𣾼香𠁑󰠬𢯏花𡳳務,ớ ươ ướ đấ ẻ  ố ù
拱洳󰇾辱排路,ũ ơ ở ố à ò
群情兜女麻𫌵帝催,ò ì đâ ữ à ù đấ ô
𠊛腰些醜貝𠊛,ườ ê  ấ ớ ườ
腰饒時吏平𨑮負饒,ê  ì ạ ằ ườ ụ 
󰘇茹油併𧗱𡢐,ử à ù í ề 
時群㛪妬路求姉低,ì ò  đó ọ ầ ị đâ
𡦂貞群󰜋𡮍尼,ữ  ò ộ ú à
𫽄扲木󰠭束𨃐朱散,ẳ ầ ộ ữ ú à  
群𡗉恩爱滇滇,ò ề â á  
咍之圍丐花殘麻制, ì ầ á  à à ơ
払浪哏咘󰜋𠳒,à ằ ắ ó ộ ờ
俸空󰠩渃-𡗶𠴊饒,ỗ ô á ướ  ờ ỡ 
㤕𠊛流落閉𥹰,ó ườ ư ạ ấ â
想誓説𥘀拱𡗉,ưở ề ố ặ ũ ề
傷饒生死㐌𡗉,ươ   ử đã ề
迻饒群少闭饒󰑼情,đư  ò ế ấ ê à ì
澄春絲柳群撑,ừ â ơ ễ ò 
𢪀渚渚脱塊鋉爱恩,ĩ ư ư á ỏ à á â
𦎛冲𫽄拙蓓塵,ươ  ẳ ú ụ ầ
󰜋𠳒决罕𰿘分敬添,ộ ờ ế ẳ ô ầ í ê
閉楼渧𣷭摸針,ấ â đá ể ò 
󰑼𡗉鐄𥒥沛尋𦝄花,à ề à đá ả ì ă 
埃𪟽吏合󰜋茹, ờ ạ ọ ộ à
路󰑼𧜖襘買𦋦瑟琴,ọ à ă ố ớ  ắ ầ
𦖑𠳒所襖掑簪, ờ ử á à â
叩頭𥛉畧高深𠦳重,ấ đầ ạ ướ  â ì ù
身殘溱濁恢冲,â à ă đụ ơ 
󰑼𢘾君死恪𢚸𠊛些,à ờ â ử á ò ườ 
